episode,train_steps,train_reward,train_loss,eps,train_avg_delay_ms,train_loss_rate,train_throughput,eval_reward,eval_avg_delay_ms,eval_loss_rate,eval_throughput
398,539,288.16,0.114134,0.05,13.7797,0.0062,1.475,,,,
399,558,290.76,0.125933,0.05,13.7331,0.0,1.48,,,,
400,553,289.88,0.129611,0.05,13.9527,0.0031,1.48,299.1,11.0561,0.0,1.515
401,525,289.42,0.129671,0.05,13.3898,0.0031,1.475,,,,
402,513,285.66,0.121653,0.05,11.7918,0.0093,1.465,,,,
403,514,292.66,0.153361,0.05,12.3569,0.0,1.485,,,,
404,543,281.06,0.125927,0.05,14.0206,0.0154,1.455,,,,
405,530,282.34,0.104554,0.05,13.5274,0.0154,1.46,,,,
406,510,293.8,0.133752,0.05,11.6054,0.0031,1.495,,,,
407,541,288.04,0.136022,0.05,13.2935,0.0,1.465,,,,
408,519,289.58,0.136019,0.05,13.1757,0.0062,1.48,,,,
409,518,290.62,0.122483,0.05,11.9697,0.0062,1.485,,,,
410,533,287.26,0.123116,0.05,13.7925,0.0062,1.47,,,,
411,524,289.44,0.123782,0.05,12.0508,0.0031,1.475,,,,
412,533,288.28,0.113425,0.05,13.678,0.0062,1.475,,,,
413,540,294.18,0.124559,0.05,13.0769,0.0,1.495,,,,
414,522,288.54,0.128931,0.05,12.2128,0.0093,1.48,,,,
415,550,287.94,0.137677,0.05,14.5254,0.0062,1.475,,,,
416,534,288.22,0.142615,0.05,13.9456,0.0031,1.47,,,,
417,515,287.62,0.13285,0.05,13.3503,0.0062,1.47,,,,
418,535,292.24,0.140574,0.05,13.2492,0.0,1.485,,,,
419,508,282.78,0.124012,0.05,12.0719,0.0154,1.46,,,,
420,524,294.54,0.113078,0.05,12.3667,0.0031,1.5,,,,
421,522,291.52,0.118773,0.05,12.6431,0.0031,1.485,,,,
422,529,289.38,0.117416,0.05,11.875,0.0062,1.48,,,,
423,545,290.0,0.126171,0.05,14.1525,0.0,1.475,,,,
424,525,286.4,0.122478,0.05,12.8669,0.0062,1.465,,,,
425,523,290.48,0.122594,0.05,13.3953,0.0031,1.48,,,,
426,551,286.9,0.136059,0.05,13.9456,0.0062,1.47,,,,
427,522,288.5,0.128664,0.05,12.8136,0.0062,1.475,,,,
428,510,288.78,0.126535,0.05,12.348,0.0093,1.48,,,,
429,504,288.82,0.142922,0.05,12.2789,0.0031,1.47,,,,
430,519,285.5,0.103937,0.05,12.4829,0.0062,1.46,,,,
431,530,286.3,0.143556,0.05,13.8567,0.0062,1.465,,,,
432,503,288.88,0.140939,0.05,12.5763,0.0062,1.475,,,,
433,529,287.38,0.133935,0.05,13.6102,0.0093,1.475,,,,
434,531,289.34,0.129195,0.05,13.2264,0.0062,1.48,,,,
435,528,286.38,0.138721,0.05,13.4864,0.0093,1.47,,,,
436,528,293.44,0.122767,0.05,12.4247,0.0031,1.495,,,,
437,526,291.4,0.139608,0.05,12.3649,0.0,1.48,,,,
438,524,292.46,0.13045,0.05,12.6599,0.0,1.485,,,,
439,518,290.54,0.124589,0.05,12.2034,0.0,1.475,,,,
440,518,289.6,0.125188,0.05,13.5304,0.0062,1.48,,,,
441,515,290.64,0.147807,0.05,12.7365,0.0031,1.48,,,,
442,514,289.64,0.135568,0.05,12.0678,0.0031,1.475,,,,
443,544,281.04,0.129957,0.05,14.3986,0.0154,1.455,,,,
444,532,291.28,0.132467,0.05,13.9527,0.0,1.48,,,,
445,520,289.52,0.141306,0.05,12.7966,0.0031,1.475,,,,
446,517,286.56,0.142191,0.05,12.2526,0.0062,1.465,,,,
447,512,289.72,0.145151,0.05,13.0236,0.0062,1.48,,,,
448,516,286.58,0.14607,0.05,13.3788,0.0062,1.465,,,,
449,526,291.4,0.124403,0.05,13.1757,0.0,1.48,,,,
450,529,291.38,0.11579,0.05,12.9461,0.0031,1.485,,,,
451,538,289.2,0.134549,0.05,13.5304,0.0062,1.48,,,,
452,517,295.7,0.12746,0.05,11.3455,0.0031,1.505,,,,
453,523,291.46,0.134679,0.05,12.1791,0.0,1.48,,,,
454,528,292.42,0.133875,0.05,11.9295,0.0031,1.49,,,,
455,535,283.22,0.139271,0.05,13.9212,0.0123,1.46,,,,
456,521,291.5,0.15079,0.05,13.4966,0.0,1.48,,,,
457,516,296.7,0.121714,0.05,11.6777,0.0,1.505,,,,
458,529,287.38,0.135088,0.05,12.4237,0.0093,1.475,,,,
459,515,290.68,0.130996,0.05,11.5152,0.0062,1.485,,,,
460,520,291.56,0.114858,0.05,12.1717,0.0031,1.485,,,,
461,523,291.46,0.128064,0.05,12.9054,0.0,1.48,,,,
462,536,291.24,0.133279,0.05,13.5017,0.0031,1.485,,,,
463,534,286.22,0.112674,0.05,14.0444,0.0062,1.465,,,,
464,531,291.34,0.123722,0.05,13.5522,0.0031,1.485,,,,
465,511,288.72,0.130611,0.05,11.9153,0.0062,1.475,,,,
466,552,287.86,0.12463,0.05,14.6259,0.0031,1.47,,,,
467,526,291.48,0.123909,0.05,12.1477,0.0062,1.49,,,,
468,532,287.28,0.139443,0.05,14.0476,0.0062,1.47,,,,
469,518,291.72,0.121844,0.05,11.45,0.0123,1.5,,,,
470,543,286.04,0.143015,0.05,14.5734,0.0062,1.465,,,,
471,522,291.48,0.126926,0.05,13.125,0.0,1.48,,,,
472,527,287.42,0.128945,0.05,13.3051,0.0093,1.475,,,,
473,519,285.58,0.123715,0.05,13.7925,0.0123,1.47,,,,
474,535,290.24,0.133767,0.05,13.7669,0.0031,1.48,,,,
475,515,290.64,0.131377,0.05,13.4459,0.0031,1.48,,,,
476,512,287.72,0.12727,0.05,12.6949,0.0093,1.475,,,,
477,535,291.26,0.124341,0.05,14.1582,0.0031,1.485,,,,
478,527,296.48,0.140745,0.05,11.9601,0.0,1.505,,,,
479,528,292.38,0.138321,0.05,12.5758,0.0,1.485,,,,
480,514,291.72,0.134761,0.05,11.9631,0.0062,1.49,,,,
481,527,291.42,0.143364,0.05,13.5354,0.0031,1.485,,,,
482,539,289.14,0.160149,0.05,13.3559,0.0031,1.475,,,,
483,523,290.48,0.126062,0.05,12.2973,0.0031,1.48,,,,
484,517,291.62,0.117883,0.05,12.8283,0.0031,1.485,,,,
485,535,289.26,0.14013,0.05,14.0203,0.0062,1.48,,,,
486,524,289.44,0.148446,0.05,13.9661,0.0031,1.475,,,,
487,516,288.58,0.1468,0.05,12.534,0.0031,1.47,,,,
488,526,293.44,0.118185,0.05,12.1309,0.0,1.49,,,,
489,523,294.52,0.13614,0.05,12.5418,0.0,1.495,,,,
490,513,292.72,0.124152,0.05,12.4329,0.0031,1.49,,,,
491,547,278.98,0.125894,0.05,14.1724,0.0184,1.45,,,,
492,538,289.16,0.131547,0.05,13.2881,0.0031,1.475,,,,
493,528,291.4,0.129547,0.05,13.569,0.0031,1.485,,,,
494,533,291.3,0.122738,0.05,12.6599,0.0031,1.485,,,,
495,528,281.32,0.128513,0.05,13.2241,0.0123,1.45,,,,
496,525,291.42,0.108894,0.05,12.9899,0.0,1.48,,,,
497,530,286.3,0.120871,0.05,13.9249,0.0062,1.465,,,,
498,510,288.74,0.12128,0.05,13.6441,0.0062,1.475,,,,
499,535,287.18,0.12694,0.05,14.1468,0.0031,1.465,,,,
500,538,292.18,0.128143,0.05,12.3906,0.0,1.485,,,,
501,540,295.2,0.139951,0.05,12.4667,0.0,1.5,,,,
502,533,288.24,0.135408,0.05,12.6701,0.0031,1.47,,,,
503,511,287.74,0.141101,0.05,13.4068,0.0093,1.475,,,,
504,531,283.3,0.131423,0.05,14.2295,0.0123,1.46,,,,
505,510,295.8,0.122304,0.05,11.6167,0.0,1.5,,,,
506,519,289.58,0.126944,0.05,13.1926,0.0062,1.48,,,,
507,524,288.46,0.129473,0.05,14.0847,0.0062,1.475,,,,
508,544,287.04,0.1271,0.05,14.0986,0.0062,1.47,,,,
509,516,285.6,0.142206,0.05,12.0648,0.0093,1.465,,,,
510,518,294.62,0.116441,0.05,12.2074,0.0,1.495,,,,
511,546,283.0,0.115056,0.05,14.5205,0.0123,1.46,,,,
512,523,295.54,0.122924,0.05,11.8333,0.0,1.5,,,,
513,519,291.58,0.123706,0.05,12.2054,0.0031,1.485,,,,
514,536,286.22,0.135537,0.05,13.1293,0.0093,1.47,,,,
515,535,292.24,0.12148,0.05,13.0808,0.0,1.485,,,,
516,524,288.46,0.131915,0.05,13.322,0.0062,1.475,,,,
517,522,292.54,0.127507,0.05,12.1644,0.0031,1.49,,,,
518,531,288.32,0.109429,0.05,12.9661,0.0062,1.475,,,,
519,527,288.36,0.128635,0.05,14.0986,0.0031,1.47,,,,
520,536,290.22,0.130887,0.05,13.75,0.0031,1.48,,,,
521,535,291.26,0.109214,0.05,12.5421,0.0031,1.485,,,,
522,524,289.44,0.121941,0.05,14.0339,0.0031,1.475,,,,
523,536,291.24,0.129711,0.05,13.6195,0.0031,1.485,,,,
524,525,288.48,0.126836,0.05,13.5473,0.0093,1.48,,,,
525,522,292.5,0.120813,0.05,12.3401,0.0,1.485,,,,
526,530,284.3,0.12024,0.05,13.1849,0.0093,1.46,,,,
527,507,284.76,0.122638,0.05,12.0719,0.0093,1.46,,,,
528,536,279.12,0.12746,0.05,13.8542,0.0123,1.44,,,,
529,525,289.46,0.130279,0.05,13.4628,0.0062,1.48,,,,
530,543,291.1,0.132948,0.05,14.1414,0.0031,1.485,,,,
531,515,293.66,0.125308,0.05,13.0034,0.0,1.49,,,,
532,518,291.56,0.118458,0.05,13.2432,0.0,1.48,,,,
533,523,291.46,0.139463,0.05,12.4155,0.0,1.48,,,,
534,565,282.58,0.123237,0.05,15.567,0.0093,1.455,,,,
535,530,286.26,0.13794,0.05,13.5788,0.0031,1.46,,,,
536,539,292.16,0.116234,0.05,13.266,0.0,1.485,,,,
537,542,287.08,0.135726,0.05,14.1156,0.0062,1.47,,,,
538,528,298.5,0.120159,0.05,11.7492,0.0,1.515,,,,
539,514,292.66,0.141128,0.05,12.5253,0.0,1.485,,,,
540,528,284.34,0.140589,0.05,12.8253,0.0093,1.46,,,,
541,515,290.64,0.12693,0.05,13.0068,0.0031,1.48,,,,
542,534,287.2,0.129193,0.05,14.1468,0.0031,1.465,,,,
543,526,290.42,0.131903,0.05,12.7196,0.0031,1.48,,,,
544,543,289.1,0.135255,0.05,14.223,0.0062,1.48,,,,
545,525,293.46,0.146036,0.05,12.0134,0.0,1.49,,,,
546,524,287.48,0.137597,0.05,12.6102,0.0093,1.475,,,,
547,521,287.54,0.144455,0.05,13.1017,0.0093,1.475,,,,
548,541,286.08,0.11501,0.05,13.157,0.0062,1.465,,,,
549,530,291.36,0.121871,0.05,13.67,0.0031,1.485,,,,
550,531,286.28,0.127622,0.05,13.8908,0.0062,1.465,,,,
551,538,292.18,0.128583,0.05,13.5522,0.0,1.485,,,,
552,511,287.74,0.110017,0.05,12.7627,0.0093,1.475,,,,
553,516,288.62,0.127268,0.05,13.0847,0.0062,1.475,,,,
554,519,288.56,0.129366,0.05,13.7966,0.0062,1.475,,,,
555,530,290.42,0.130393,0.05,12.1141,0.0093,1.49,,,,
556,519,290.6,0.135905,0.05,12.5926,0.0062,1.485,,,,
557,522,286.5,0.130322,0.05,13.9456,0.0093,1.47,,,,
558,522,290.5,0.143477,0.05,13.8176,0.0031,1.48,,,,
559,528,294.46,0.122768,0.05,12.8167,0.0031,1.5,,,,
560,532,289.32,0.133287,0.05,12.6182,0.0062,1.48,,,,
561,536,290.22,0.117644,0.05,13.0743,0.0031,1.48,,,,
562,517,294.64,0.127668,0.05,11.6054,0.0,1.495,,,,
563,526,289.44,0.119175,0.05,13.3784,0.0062,1.48,,,,
564,530,288.34,0.13044,0.05,13.9492,0.0062,1.475,,,,
565,531,290.32,0.119504,0.05,13.9696,0.0031,1.48,,,,
566,522,296.62,0.136498,0.05,11.4901,0.0031,1.51,,,,
567,524,290.46,0.133052,0.05,13.1757,0.0031,1.48,,,,
568,530,286.3,0.13112,0.05,14.1468,0.0062,1.465,,,,
569,529,291.34,0.120464,0.05,12.7703,0.0,1.48,,,,
570,523,285.42,0.123397,0.05,13.1336,0.0062,1.46,,,,
571,523,297.58,0.131964,0.05,11.4404,0.0,1.51,,,,
572,554,287.86,0.135698,0.05,15.0169,0.0062,1.475,,,,
573,526,284.42,0.14174,0.05,13.0717,0.0123,1.465,,,,
574,538,286.14,0.140701,0.05,13.3959,0.0062,1.465,,,,
575,522,287.48,0.10316,0.05,13.6565,0.0062,1.47,,,,
576,533,293.3,0.118114,0.05,12.6846,0.0,1.49,,,,
577,535,293.26,0.108314,0.05,13.4396,0.0,1.49,,,,
578,525,287.42,0.132192,0.05,12.9762,0.0062,1.47,,,,
579,508,291.8,0.128274,0.05,12.862,0.0031,1.485,,,,
580,525,282.44,0.123797,0.05,13.5616,0.0154,1.46,,,,
581,531,289.34,0.122639,0.05,13.1757,0.0062,1.48,,,,
582,558,283.7,0.121861,0.05,15.2921,0.0062,1.455,,,,
583,507,284.8,0.129989,0.05,13.2082,0.0123,1.465,,,,
584,524,289.52,0.146631,0.05,12.138,0.0093,1.485,,,,
585,533,291.3,0.122384,0.05,12.7104,0.0031,1.485,,,,
586,558,272.72,0.117637,0.05,15.2098,0.0244,1.43,,,,
587,522,285.48,0.135899,0.05,13.2935,0.0093,1.465,,,,
588,518,281.56,0.131064,0.05,13.5052,0.0154,1.455,,,,
589,518,293.6,0.115757,0.05,14.0772,0.0,1.49,,,,
590,524,282.46,0.135767,0.05,13.3733,0.0154,1.46,,,,
591,502,286.9,0.1098,0.05,11.9048,0.0093,1.47,,,,
592,514,291.68,0.119315,0.05,12.6431,0.0031,1.485,,,,
593,517,282.56,0.115236,0.05,13.7801,0.0123,1.455,,,,
594,515,287.66,0.110528,0.05,13.6441,0.0093,1.475,,,,
595,523,287.46,0.12394,0.05,13.5544,0.0062,1.47,,,,
596,523,289.5,0.120491,0.05,11.9426,0.0062,1.48,,,,
597,530,283.24,0.111964,0.05,13.6552,0.0062,1.45,,,,
598,518,289.6,0.113449,0.05,13.277,0.0062,1.48,,,,
599,533,283.26,0.117938,0.05,14.4692,0.0123,1.46,,,,
600,521,287.5,0.116442,0.05,13.2483,0.0062,1.47,299.1,11.0561,0.0,1.515
601,527,287.38,0.131759,0.05,13.3333,0.0062,1.47,,,,
602,532,290.3,0.127561,0.05,14.0541,0.0031,1.48,,,,
603,517,291.62,0.13141,0.05,13.8047,0.0031,1.485,,,,
604,537,282.2,0.119368,0.05,14.2123,0.0154,1.46,,,,
605,528,293.4,0.113613,0.05,13.5235,0.0,1.49,,,,
606,525,288.4,0.124132,0.05,13.5204,0.0031,1.47,,,,
607,529,293.38,0.12882,0.05,13.0034,0.0,1.49,,,,
608,526,286.38,0.133818,0.05,14.4198,0.0062,1.465,,,,
609,517,291.62,0.118682,0.05,13.367,0.0031,1.485,,,,
610,519,292.56,0.115419,0.05,13.2155,0.0,1.485,,,,
611,514,293.68,0.125592,0.05,13.3725,0.0,1.49,,,,
612,535,289.26,0.128582,0.05,13.4459,0.0062,1.48,,,,
613,538,289.2,0.131908,0.05,13.7331,0.0062,1.48,,,,
614,523,284.48,0.121277,0.05,13.4642,0.0123,1.465,,,,
615,514,291.64,0.127873,0.05,13.3784,0.0,1.48,,,,
616,522,275.48,0.14218,0.05,13.8889,0.0244,1.44,,,,
617,521,287.54,0.138542,0.05,13.5424,0.0093,1.475,,,,
618,520,291.6,0.109855,0.05,12.349,0.0062,1.49,,,,
619,520,289.56,0.135563,0.05,13.4291,0.0062,1.48,,,,
620,515,290.64,0.117768,0.05,11.9257,0.0031,1.48,,,,
621,519,291.58,0.134507,0.05,12.8114,0.0031,1.485,,,,
622,520,290.54,0.142876,0.05,12.5845,0.0031,1.48,,,,
623,520,289.56,0.118883,0.05,12.9223,0.0062,1.48,,,,
624,541,289.14,0.132558,0.05,13.7331,0.0062,1.48,,,,
625,517,287.62,0.130423,0.05,13.661,0.0093,1.475,,,,
626,531,295.38,0.137779,0.05,11.65,0.0,1.5,,,,
627,538,285.2,0.112524,0.05,13.8435,0.0123,1.47,,,,
628,522,285.52,0.139773,0.05,12.8061,0.0123,1.47,,,,
629,511,286.72,0.127541,0.05,13.3844,0.0093,1.47,,,,
630,520,285.52,0.125072,0.05,13.4642,0.0093,1.465,,,,
631,538,289.16,0.122391,0.05,13.5763,0.0031,1.475,,,,
632,519,292.6,0.119351,0.05,11.8289,0.0031,1.49,,,,
633,522,288.46,0.124109,0.05,12.9252,0.0031,1.47,,,,
634,515,289.66,0.129822,0.05,12.9899,0.0062,1.48,,,,
635,537,283.06,0.130734,0.05,13.5813,0.0031,1.445,,,,
636,517,289.62,0.122176,0.05,13.75,0.0062,1.48,,,,
637,513,287.7,0.121598,0.05,13.5593,0.0093,1.475,,,,
638,536,287.2,0.114763,0.05,14.1497,0.0062,1.47,,,,
639,521,281.46,0.104275,0.05,13.2586,0.0123,1.45,,,,
640,524,291.48,0.138087,0.05,11.9697,0.0031,1.485,,,,
641,511,287.74,0.130519,0.05,13.4407,0.0093,1.475,,,,
642,523,289.5,0.136855,0.05,13.5135,0.0062,1.48,,,,
643,526,287.4,0.116683,0.05,13.5034,0.0062,1.47,,,,
644,517,289.62,0.106508,0.05,12.8209,0.0062,1.48,,,,
645,515,288.64,0.123484,0.05,12.6271,0.0062,1.475,,,,
646,535,287.22,0.136762,0.05,13.5204,0.0062,1.47,,,,
647,519,280.52,0.129905,0.05,13.5517,0.0154,1.45,,,,
648,518,293.6,0.121088,0.05,13.9765,0.0,1.49,,,,
649,528,292.38,0.126732,0.05,12.7104,0.0,1.485,,,,
650,537,288.2,0.131226,0.05,14.3898,0.0062,1.475,,,,
651,523,289.5,0.143008,0.05,13.5304,0.0062,1.48,,,,
652,531,289.34,0.135987,0.05,12.3311,0.0062,1.48,,,,
653,531,285.26,0.122635,0.05,13.0479,0.0062,1.46,,,,
654,520,291.56,0.129263,0.05,12.4916,0.0031,1.485,,,,
655,528,287.36,0.125254,0.05,13.4184,0.0062,1.47,,,,
656,543,287.1,0.126482,0.05,14.4576,0.0093,1.475,,,,
657,516,293.64,0.126112,0.05,13.7584,0.0,1.49,,,,
658,532,293.32,0.110311,0.05,13.557,0.0,1.49,,,,
659,534,288.22,0.111081,0.05,13.6735,0.0031,1.47,,,,
660,510,281.76,0.118339,0.05,13.4932,0.0184,1.46,,,,
661,534,287.24,0.143864,0.05,14.0476,0.0062,1.47,,,,
662,526,295.48,0.12375,0.05,11.4833,0.0,1.5,,,,
663,545,290.04,0.131799,0.05,14.1892,0.0031,1.48,,,,
664,534,285.2,0.140833,0.05,12.911,0.0062,1.46,,,,
665,519,289.58,0.126942,0.05,13.9696,0.0062,1.48,,,,
666,520,291.56,0.12656,0.05,13.0303,0.0031,1.485,,,,
667,536,291.2,0.143252,0.05,13.3108,0.0,1.48,,,,
668,511,292.72,0.11998,0.05,13.1818,0.0,1.485,,,,
669,525,290.48,0.138551,0.05,12.6094,0.0062,1.485,,,,
670,524,293.48,0.117426,0.05,12.7517,0.0,1.49,,,,
671,519,282.56,0.119027,0.05,13.5445,0.0154,1.46,,,,
672,518,287.56,0.124656,0.05,13.0612,0.0062,1.47,,,,
673,531,287.3,0.131197,0.05,13.7245,0.0062,1.47,,,,
674,518,291.6,0.124471,0.05,13.266,0.0031,1.485,,,,
675,525,283.42,0.122421,0.05,13.2534,0.0123,1.46,,,,
676,531,287.26,0.126926,0.05,13.6348,0.0031,1.465,,,,
677,530,282.26,0.135038,0.05,14.1552,0.0093,1.45,,,,
678,525,290.44,0.139004,0.05,13.5304,0.0031,1.48,,,,
679,517,286.56,0.114193,0.05,13.7543,0.0062,1.465,,,,
680,519,292.6,0.121104,0.05,11.8289,0.0031,1.49,,,,
681,518,289.6,0.117912,0.05,13.5473,0.0062,1.48,,,,
682,521,287.54,0.128802,0.05,14.0339,0.0093,1.475,,,,
683,527,289.38,0.133164,0.05,13.4576,0.0031,1.475,,,,
684,526,291.44,0.128635,0.05,12.7946,0.0031,1.485,,,,
685,522,286.5,0.119538,0.05,13.5204,0.0093,1.47,,,,
686,527,291.42,0.118834,0.05,12.8283,0.0031,1.485,,,,
687,534,293.32,0.113295,0.05,13.1438,0.0031,1.495,,,,
688,511,293.74,0.123405,0.05,12.7517,0.0,1.49,,,,
689,516,285.6,0.127469,0.05,13.7543,0.0093,1.465,,,,
690,531,288.28,0.141597,0.05,13.1633,0.0031,1.47,,,,
691,542,292.14,0.119877,0.05,13.1376,0.0031,1.49,,,,
692,509,291.86,0.120938,0.05,11.3712,0.0093,1.495,,,,
693,522,293.52,0.136175,0.05,13.2383,0.0,1.49,,,,
694,519,294.6,0.112947,0.05,11.6555,0.0,1.495,,,,
695,521,289.5,0.126457,0.05,12.7288,0.0031,1.475,,,,
696,521,287.46,0.126295,0.05,13.7543,0.0031,1.465,,,,
697,530,285.36,0.121979,0.05,13.6224,0.0123,1.47,,,,
698,514,286.66,0.12123,0.05,13.7585,0.0093,1.47,,,,
699,521,293.54,0.116517,0.05,12.3322,0.0,1.49,,,,
700,532,285.28,0.131368,0.05,12.1843,0.0093,1.465,,,,
701,526,290.42,0.123294,0.05,12.2804,0.0031,1.48,,,,
702,526,293.44,0.127889,0.05,12.7517,0.0,1.49,,,,
703,521,287.46,0.130284,0.05,13.8055,0.0031,1.465,,,,
704,523,287.5,0.135529,0.05,12.2712,0.0093,1.475,,,,
705,531,286.32,0.120838,0.05,13.8265,0.0093,1.47,,,,
706,529,287.38,0.136645,0.05,13.4407,0.0093,1.475,,,,
707,500,286.94,0.110474,0.05,12.7381,0.0093,1.47,,,,
708,519,288.56,0.104429,0.05,12.5254,0.0062,1.475,,,,
709,522,282.5,0.126603,0.05,14.0753,0.0154,1.46,,,,
710,518,286.58,0.136449,0.05,13.7925,0.0093,1.47,,,,
711,530,295.44,0.135353,0.05,11.6611,0.0031,1.505,,,,
712,511,291.74,0.109079,0.05,12.3064,0.0031,1.485,,,,
713,531,288.28,0.113539,0.05,14.3367,0.0031,1.47,,,,
714,521,291.54,0.124115,0.05,12.2727,0.0031,1.485,,,,
715,522,286.46,0.109931,0.05,13.9249,0.0062,1.465,,,,
716,519,297.66,0.123279,0.05,11.4238,0.0,1.51,,,,
717,551,279.92,0.122165,0.05,14.055,0.0184,1.455,,,,
718,513,291.66,0.114871,0.05,12.5507,0.0,1.48,,,,
719,513,291.7,0.125958,0.05,13.3502,0.0031,1.485,,,,
720,522,291.52,0.12292,0.05,12.6263,0.0031,1.485,,,,
721,510,289.76,0.11969,0.05,13.4966,0.0062,1.48,,,,
722,529,291.38,0.12551,0.05,12.3232,0.0031,1.485,,,,
723,528,291.4,0.108443,0.05,14.1414,0.0031,1.485,,,,
724,519,291.58,0.112238,0.05,13.7205,0.0031,1.485,,,,
725,535,293.3,0.132132,0.05,12.0401,0.0031,1.495,,,,
726,536,284.22,0.129386,0.05,13.1229,0.0123,1.465,,,,
727,520,286.54,0.137571,0.05,13.6735,0.0093,1.47,,,,
728,523,281.46,0.124825,0.05,13.2474,0.0154,1.455,,,,
729,515,292.64,0.133871,0.05,13.8721,0.0,1.485,,,,
730,514,289.68,0.117456,0.05,12.4493,0.0062,1.48,,,,
731,531,286.28,0.119132,0.05,14.198,0.0062,1.465,,,,
732,519,290.56,0.124279,0.05,13.6318,0.0031,1.48,,,,
733,524,285.44,0.110846,0.05,14.1809,0.0093,1.465,,,,
734,515,294.68,0.129048,0.05,11.6054,0.0,1.495,,,,
735,517,289.62,0.113271,0.05,12.2297,0.0062,1.48,,,,
736,518,289.56,0.114306,0.05,11.8983,0.0031,1.475,,,,
737,527,292.48,0.130714,0.05,11.9565,0.0062,1.495,,,,
738,524,290.46,0.137738,0.05,12.7534,0.0031,1.48,,,,
739,521,290.6,0.119205,0.05,11.9631,0.0093,1.49,,,,
740,558,284.8,0.132057,0.05,14.0816,0.0123,1.47,,,,
741,530,292.34,0.128574,0.05,13.8215,0.0,1.485,,,,
742,518,290.58,0.126841,0.05,12.7534,0.0031,1.48,,,,
743,524,288.46,0.118476,0.05,12.8814,0.0062,1.475,,,,
744,543,291.1,0.119744,0.05,14.8148,0.0031,1.485,,,,
745,519,286.48,0.112038,0.05,12.9966,0.0031,1.46,,,,
746,532,287.32,0.125333,0.05,13.8983,0.0093,1.475,,,,
747,517,290.6,0.114445,0.05,12.2973,0.0031,1.48,,,,
748,523,292.48,0.128903,0.05,13.0135,0.0,1.485,,,,
749,536,288.26,0.120566,0.05,12.8378,0.0093,1.48,,,,
750,537,292.24,0.133457,0.05,12.8859,0.0031,1.49,,,,
751,530,286.3,0.110477,0.05,13.7713,0.0062,1.465,,,,
752,530,291.36,0.137391,0.05,12.7104,0.0031,1.485,,,,
753,512,287.72,0.134954,0.05,13.4068,0.0093,1.475,,,,
754,527,288.4,0.117635,0.05,13.8475,0.0062,1.475,,,,
755,527,287.42,0.115698,0.05,13.7458,0.0093,1.475,,,,
756,525,289.46,0.12729,0.05,13.6993,0.0062,1.48,,,,
757,525,285.38,0.135377,0.05,13.2705,0.0062,1.46,,,,
758,531,287.34,0.132688,0.05,14.339,0.0093,1.475,,,,
759,519,288.52,0.120066,0.05,12.466,0.0031,1.47,,,,
760,512,279.72,0.114842,0.05,13.9347,0.0214,1.455,,,,
761,516,282.62,0.130958,0.05,13.9041,0.0154,1.46,,,,
762,523,291.5,0.127512,0.05,12.9125,0.0031,1.485,,,,
763,525,285.42,0.128111,0.05,13.3618,0.0093,1.465,,,,
764,524,285.48,0.149266,0.05,14.0306,0.0123,1.47,,,,
765,520,291.52,0.142849,0.05,12.2804,0.0,1.48,,,,
766,525,292.44,0.112163,0.05,12.9293,0.0,1.485,,,,
767,521,289.54,0.12145,0.05,13.75,0.0062,1.48,,,,
768,522,293.56,0.141149,0.05,12.0401,0.0031,1.495,,,,
769,514,278.66,0.124874,0.05,13.3621,0.0214,1.45,,,,
770,516,294.66,0.122629,0.05,11.5217,0.0,1.495,,,,
771,536,289.24,0.128811,0.05,15.1182,0.0062,1.48,,,,
772,517,285.58,0.117191,0.05,13.2253,0.0093,1.465,,,,
773,520,291.52,0.139987,0.05,12.2804,0.0,1.48,,,,
774,522,295.6,0.106532,0.05,11.4618,0.0031,1.505,,,,
775,534,285.16,0.139753,0.05,13.7457,0.0031,1.455,,,,
776,529,285.38,0.123242,0.05,13.1633,0.0123,1.47,,,,
777,526,285.36,0.117853,0.05,13.5788,0.0062,1.46,,,,
778,524,285.4,0.116152,0.05,13.1678,0.0062,1.46,,,,
779,522,285.52,0.117904,0.05,13.4864,0.0123,1.47,,,,
780,529,292.4,0.122964,0.05,12.4161,0.0031,1.49,,,,
781,522,289.48,0.129355,0.05,14.0339,0.0031,1.475,,,,
782,514,291.68,0.11678,0.05,13.67,0.0031,1.485,,,,
783,541,297.22,0.133288,0.05,12.0695,0.0,1.51,,,,
784,517,280.56,0.144707,0.05,14.069,0.0154,1.45,,,,
785,514,289.68,0.122618,0.05,12.9561,0.0062,1.48,,,,
786,543,290.08,0.106636,0.05,14.0203,0.0031,1.48,,,,
787,517,286.64,0.125694,0.05,12.1017,0.0123,1.475,,,,
788,524,289.48,0.107624,0.05,14.1385,0.0062,1.48,,,,
789,517,285.62,0.129582,0.05,12.9762,0.0123,1.47,,,,
790,519,283.58,0.131693,0.05,14.1809,0.0154,1.465,,,,
791,514,293.72,0.12716,0.05,11.7893,0.0031,1.495,,,,
792,517,291.62,0.122886,0.05,12.8283,0.0031,1.485,,,,
793,531,288.32,0.135182,0.05,13.5085,0.0062,1.475,,,,
794,515,285.66,0.138349,0.05,12.2449,0.0123,1.47,,,,
795,513,288.68,0.117824,0.05,13.1356,0.0062,1.475,,,,
796,514,291.68,0.137904,0.05,13.2492,0.0031,1.485,,,,
