episode,train_steps,train_reward,train_loss,eps,train_avg_delay_ms,train_loss_rate,train_throughput,eval_reward,eval_avg_delay_ms,eval_loss_rate,eval_throughput
131,519,292.6,0.11322,0.05,12.6007,0.0031,1.49,,,,
132,544,289.08,0.113583,0.05,13.6993,0.0062,1.48,,,,
133,533,286.2,0.110669,0.05,13.8527,0.0031,1.46,,,,
134,511,295.78,0.115176,0.05,11.9333,0.0,1.5,,,,
135,528,292.42,0.111748,0.05,13.1544,0.0031,1.49,,,,
136,526,293.48,0.109334,0.05,12.7592,0.0031,1.495,,,,
137,534,291.28,0.121005,0.05,13.2997,0.0031,1.485,,,,
138,528,285.4,0.131671,0.05,12.398,0.0123,1.47,,,,
139,538,293.28,0.120356,0.05,11.8167,0.0062,1.5,,,,
140,535,290.2,0.117273,0.05,12.9831,0.0,1.475,,,,
141,520,291.56,0.104312,0.05,12.9966,0.0031,1.485,,,,
142,547,281.92,0.124625,0.05,15.5,0.0093,1.45,,,,
143,534,290.26,0.11286,0.05,12.973,0.0031,1.48,,,,
144,525,288.48,0.117603,0.05,13.3953,0.0093,1.48,,,,
145,522,285.52,0.114827,0.05,12.6701,0.0123,1.47,,,,
146,518,295.64,0.117107,0.05,12.5,0.0,1.5,,,,
147,533,292.32,0.111346,0.05,13.2047,0.0031,1.49,,,,
148,527,290.4,0.117049,0.05,12.7872,0.0031,1.48,,,,
149,560,286.76,0.12446,0.05,14.8983,0.0093,1.475,,,,
150,527,291.42,0.125271,0.05,12.963,0.0031,1.485,,,,
151,524,288.46,0.12318,0.05,12.2373,0.0062,1.475,,,,
152,525,292.48,0.099742,0.05,12.5671,0.0031,1.49,,,,
153,529,289.34,0.118486,0.05,13.1017,0.0031,1.475,,,,
154,546,289.0,0.110673,0.05,14.0508,0.0031,1.475,,,,
155,526,290.46,0.11462,0.05,13.3333,0.0062,1.485,,,,
156,527,288.36,0.115331,0.05,12.517,0.0031,1.47,,,,
157,518,295.64,0.119356,0.05,12.5167,0.0,1.5,,,,
158,525,291.42,0.123873,0.05,13.1757,0.0,1.48,,,,
159,531,291.38,0.119239,0.05,12.0638,0.0062,1.49,,,,
160,539,291.18,0.116501,0.05,12.8788,0.0031,1.485,,,,
161,514,288.66,0.121702,0.05,13.0169,0.0062,1.475,,,,
162,544,281.0,0.117304,0.05,14.931,0.0123,1.45,,,,
163,533,289.26,0.111214,0.05,12.678,0.0031,1.475,,,,
164,519,290.6,0.117512,0.05,13.7037,0.0062,1.485,,,,
165,520,295.6,0.123691,0.05,12.1833,0.0,1.5,,,,
166,521,293.54,0.115701,0.05,13.0201,0.0,1.49,,,,
167,539,292.16,0.127543,0.05,13.7205,0.0,1.485,,,,
168,537,286.12,0.140119,0.05,13.0651,0.0031,1.46,,,,
169,523,294.52,0.118508,0.05,12.9599,0.0,1.495,,,,
170,535,294.28,0.123156,0.05,12.8428,0.0,1.495,,,,
171,550,276.88,0.116993,0.05,15.0,0.0184,1.44,,,,
172,549,291.96,0.119547,0.05,13.8047,0.0,1.485,,,,
173,553,285.84,0.109029,0.05,14.4369,0.0062,1.465,,,,
174,527,291.42,0.127247,0.05,12.6094,0.0031,1.485,,,,
175,512,291.72,0.112107,0.05,12.7104,0.0031,1.485,,,,
176,518,291.6,0.128707,0.05,12.4242,0.0031,1.485,,,,
177,518,292.58,0.11553,0.05,12.3401,0.0,1.485,,,,
178,543,291.1,0.130333,0.05,14.1077,0.0031,1.485,,,,
179,510,282.74,0.126901,0.05,13.5788,0.0154,1.46,,,,
180,523,289.46,0.114896,0.05,13.6102,0.0031,1.475,,,,
181,514,290.66,0.130022,0.05,12.9054,0.0031,1.48,,,,
182,543,291.1,0.138827,0.05,12.6263,0.0031,1.485,,,,
183,532,290.3,0.114466,0.05,12.6014,0.0031,1.48,,,,
184,524,281.4,0.110117,0.05,13.4655,0.0123,1.45,,,,
185,527,289.38,0.107356,0.05,13.339,0.0031,1.475,,,,
186,523,291.5,0.105811,0.05,13.1145,0.0031,1.485,,,,
187,510,291.76,0.129034,0.05,11.6835,0.0031,1.485,,,,
188,513,295.74,0.135326,0.05,11.7167,0.0,1.5,,,,
189,521,290.52,0.117413,0.05,13.3615,0.0031,1.48,,,,
190,512,289.72,0.114106,0.05,12.9899,0.0062,1.48,,,,
191,510,289.76,0.118864,0.05,13.1757,0.0062,1.48,,,,
192,512,290.7,0.127734,0.05,12.6858,0.0031,1.48,,,,
193,525,291.46,0.124378,0.05,13.6195,0.0031,1.485,,,,
194,520,292.54,0.128479,0.05,13.064,0.0,1.485,,,,
195,522,293.52,0.133319,0.05,12.5503,0.0,1.49,,,,
196,518,279.52,0.121502,0.05,12.9585,0.0154,1.445,,,,
197,525,283.46,0.115246,0.05,13.8567,0.0154,1.465,,,,
198,538,288.18,0.102104,0.05,14.7797,0.0062,1.475,,,,
199,519,291.58,0.117895,0.05,12.1044,0.0031,1.485,,,,
200,509,287.74,0.116476,0.05,12.8912,0.0062,1.47,299.1,11.0561,0.0,1.515
201,523,293.5,0.111796,0.05,13.2047,0.0,1.49,,,,
202,528,293.4,0.118366,0.05,11.7785,0.0,1.49,,,,
203,515,290.64,0.142776,0.05,13.1588,0.0031,1.48,,,,
204,523,287.46,0.128477,0.05,13.3333,0.0062,1.47,,,,
205,525,284.44,0.120651,0.05,13.5324,0.0123,1.465,,,,
206,518,292.58,0.12273,0.05,12.8788,0.0,1.485,,,,
207,516,281.6,0.105453,0.05,13.2131,0.0154,1.455,,,,
208,522,285.52,0.129544,0.05,13.7925,0.0123,1.47,,,,
209,528,288.38,0.12663,0.05,13.2203,0.0062,1.475,,,,
210,527,292.4,0.101159,0.05,13.1987,0.0,1.485,,,,
211,527,292.4,0.121532,0.05,13.3333,0.0,1.485,,,,
212,526,295.52,0.12237,0.05,11.7608,0.0031,1.505,,,,
213,511,287.7,0.134882,0.05,13.2993,0.0062,1.47,,,,
214,516,291.64,0.126308,0.05,11.8687,0.0031,1.485,,,,
215,529,289.38,0.128768,0.05,13.5642,0.0062,1.48,,,,
216,528,293.4,0.115646,0.05,12.8188,0.0,1.49,,,,
217,519,287.58,0.119704,0.05,12.2034,0.0093,1.475,,,,
218,520,293.64,0.115539,0.05,11.55,0.0062,1.5,,,,
219,524,287.44,0.114509,0.05,13.2653,0.0062,1.47,,,,
220,513,292.68,0.124796,0.05,12.3569,0.0,1.485,,,,
221,527,286.36,0.112036,0.05,13.6007,0.0062,1.465,,,,
222,512,295.8,0.121027,0.05,11.495,0.0031,1.505,,,,
223,522,293.52,0.114629,0.05,12.9866,0.0,1.49,,,,
224,528,294.42,0.124904,0.05,12.592,0.0,1.495,,,,
225,518,290.62,0.127423,0.05,13.0471,0.0062,1.485,,,,
226,524,282.42,0.11584,0.05,13.9175,0.0123,1.455,,,,
227,530,283.32,0.113527,0.05,14.2123,0.0123,1.46,,,,
228,534,285.28,0.114612,0.05,14.5748,0.0123,1.47,,,,
229,529,290.32,0.114052,0.05,12.6441,0.0,1.475,,,,
230,540,285.16,0.120199,0.05,12.9932,0.0123,1.47,,,,
231,509,285.7,0.136061,0.05,12.3801,0.0062,1.46,,,,
232,537,288.12,0.123074,0.05,13.9249,0.0,1.465,,,,
233,507,295.86,0.112559,0.05,11.8333,0.0,1.5,,,,
234,537,290.2,0.111631,0.05,13.6993,0.0031,1.48,,,,
235,536,281.12,0.116189,0.05,14.8443,0.0093,1.445,,,,
236,523,290.48,0.123575,0.05,13.1081,0.0031,1.48,,,,
237,521,295.62,0.122181,0.05,11.4452,0.0031,1.505,,,,
238,509,284.76,0.120279,0.05,13.2082,0.0123,1.465,,,,
239,532,288.26,0.128781,0.05,13.4864,0.0031,1.47,,,,
240,535,289.26,0.135266,0.05,12.8041,0.0062,1.48,,,,
241,524,291.48,0.122208,0.05,11.7845,0.0031,1.485,,,,
242,505,292.92,0.145028,0.05,11.4047,0.0062,1.495,,,,
243,533,280.16,0.128542,0.05,14.6007,0.0093,1.44,,,,
244,530,287.36,0.110388,0.05,12.3898,0.0093,1.475,,,,
245,534,291.28,0.122161,0.05,13.2997,0.0031,1.485,,,,
246,528,293.44,0.140481,0.05,11.689,0.0031,1.495,,,,
247,537,291.22,0.132281,0.05,12.7441,0.0031,1.485,,,,
248,526,293.44,0.133915,0.05,13.1711,0.0,1.49,,,,
249,540,284.06,0.126783,0.05,13.866,0.0062,1.455,,,,
250,520,296.62,0.126109,0.05,11.4286,0.0,1.505,,,,
251,522,294.54,0.130587,0.05,11.6555,0.0,1.495,,,,
252,533,285.22,0.122134,0.05,12.9795,0.0062,1.46,,,,
253,532,285.24,0.120083,0.05,12.8082,0.0062,1.46,,,,
254,521,291.54,0.108468,0.05,12.4747,0.0031,1.485,,,,
255,517,287.58,0.123431,0.05,13.4694,0.0062,1.47,,,,
256,530,296.42,0.135161,0.05,11.9103,0.0,1.505,,,,
257,528,288.38,0.12065,0.05,13.0339,0.0062,1.475,,,,
258,518,289.56,0.122647,0.05,12.661,0.0031,1.475,,,,
259,525,285.46,0.118527,0.05,13.2483,0.0123,1.47,,,,
260,528,293.4,0.138938,0.05,13.4564,0.0,1.49,,,,
261,521,292.52,0.145233,0.05,12.6768,0.0,1.485,,,,
262,523,287.46,0.140976,0.05,13.7415,0.0062,1.47,,,,
263,524,291.48,0.127159,0.05,13.1145,0.0031,1.485,,,,
264,522,289.48,0.12036,0.05,12.661,0.0031,1.475,,,,
265,522,294.58,0.120486,0.05,12.1833,0.0031,1.5,,,,
266,534,292.3,0.12103,0.05,12.2987,0.0031,1.49,,,,
267,523,293.58,0.129533,0.05,11.5167,0.0062,1.5,,,,
268,521,292.56,0.126254,0.05,12.6342,0.0031,1.49,,,,
269,513,287.7,0.132835,0.05,13.7288,0.0093,1.475,,,,
270,523,287.46,0.121838,0.05,13.4864,0.0062,1.47,,,,
271,515,291.62,0.134391,0.05,12.3142,0.0,1.48,,,,
272,518,289.56,0.123232,0.05,13.0678,0.0031,1.475,,,,
273,523,290.48,0.123608,0.05,13.9865,0.0031,1.48,,,,
274,523,288.48,0.119963,0.05,13.1186,0.0062,1.475,,,,
275,522,290.54,0.118337,0.05,12.8956,0.0062,1.485,,,,
276,525,289.46,0.123409,0.05,13.5304,0.0062,1.48,,,,
277,528,283.28,0.130522,0.05,13.1897,0.0062,1.45,,,,
278,538,290.18,0.126997,0.05,12.7703,0.0031,1.48,,,,
279,534,285.2,0.12644,0.05,13.0308,0.0062,1.46,,,,
280,547,288.94,0.139222,0.05,13.2653,0.0,1.47,,,,
281,516,289.6,0.127792,0.05,12.4407,0.0031,1.475,,,,
282,529,280.32,0.137661,0.05,13.5,0.0154,1.45,,,,
283,529,287.34,0.140728,0.05,12.7551,0.0062,1.47,,,,
284,527,293.42,0.107631,0.05,12.5671,0.0,1.49,,,,
285,514,290.66,0.136001,0.05,12.0439,0.0031,1.48,,,,
286,528,290.38,0.113284,0.05,13.1419,0.0031,1.48,,,,
287,547,295.06,0.129262,0.05,13.1,0.0,1.5,,,,
288,537,295.26,0.119157,0.05,12.7,0.0,1.5,,,,
289,530,296.42,0.116679,0.05,11.7608,0.0,1.505,,,,
290,534,292.26,0.128177,0.05,13.6195,0.0,1.485,,,,
291,540,293.16,0.125322,0.05,13.4899,0.0,1.49,,,,
292,546,286.96,0.129159,0.05,14.5734,0.0031,1.465,,,,
293,533,286.32,0.132033,0.05,12.2542,0.0123,1.475,,,,
294,538,290.14,0.114677,0.05,12.7797,0.0,1.475,,,,
295,546,279.94,0.117847,0.05,14.1176,0.0123,1.445,,,,
296,520,291.64,0.12161,0.05,11.4047,0.0093,1.495,,,,
297,590,183.76,0.137175,0.05,15.8547,0.1209,1.17,,,,
298,529,291.38,0.139872,0.05,13.5017,0.0031,1.485,,,,
299,552,280.8,0.128799,0.05,14.1869,0.0093,1.445,,,,
300,522,282.5,0.120821,0.05,13.0993,0.0154,1.46,,,,
301,514,293.68,0.143537,0.05,12.6007,0.0,1.49,,,,
302,514,288.66,0.133813,0.05,12.322,0.0062,1.475,,,,
303,517,291.62,0.137453,0.05,12.8451,0.0031,1.485,,,,
304,531,285.3,0.148253,0.05,13.8737,0.0093,1.465,,,,
305,527,288.4,0.107681,0.05,13.4407,0.0062,1.475,,,,
306,521,288.48,0.120988,0.05,12.5,0.0031,1.47,,,,
307,522,291.52,0.113237,0.05,13.064,0.0031,1.485,,,,
308,525,292.52,0.131677,0.05,12.2408,0.0062,1.495,,,,
309,522,289.48,0.125935,0.05,11.9322,0.0031,1.475,,,,
310,507,293.9,0.119087,0.05,11.2333,0.0062,1.5,,,,
311,529,288.32,0.121945,0.05,12.8741,0.0031,1.47,,,,
312,527,289.38,0.10481,0.05,13.0,0.0031,1.475,,,,
313,516,294.66,0.13615,0.05,11.6388,0.0,1.495,,,,
314,516,291.64,0.132011,0.05,12.4242,0.0031,1.485,,,,
315,535,288.24,0.145079,0.05,14.0,0.0062,1.475,,,,
316,528,283.36,0.138729,0.05,14.3664,0.0123,1.46,,,,
317,534,289.28,0.144512,0.05,13.2095,0.0062,1.48,,,,
318,526,294.46,0.118934,0.05,12.1237,0.0,1.495,,,,
319,508,292.9,0.119949,0.05,11.25,0.0093,1.5,,,,
320,520,294.66,0.129171,0.05,11.5615,0.0062,1.505,,,,
321,535,289.18,0.131356,0.05,13.0952,0.0,1.47,,,,
322,507,289.86,0.131607,0.05,11.5488,0.0093,1.485,,,,
323,542,283.08,0.118181,0.05,14.161,0.0123,1.46,,,,
324,513,292.76,0.12503,0.05,12.3411,0.0062,1.495,,,,
325,519,291.62,0.124357,0.05,12.198,0.0062,1.49,,,,
326,531,286.28,0.104451,0.05,14.2491,0.0062,1.465,,,,
327,522,289.48,0.112705,0.05,13.0,0.0031,1.475,,,,
328,511,290.8,0.140357,0.05,11.745,0.0093,1.49,,,,
329,532,286.3,0.123655,0.05,13.5374,0.0093,1.47,,,,
330,526,290.42,0.134705,0.05,14.0203,0.0031,1.48,,,,
331,519,294.6,0.123231,0.05,12.408,0.0,1.495,,,,
332,533,289.3,0.131034,0.05,14.3074,0.0062,1.48,,,,
333,522,298.62,0.116723,0.05,11.6007,0.0,1.515,,,,
334,531,293.38,0.125242,0.05,12.6087,0.0031,1.495,,,,
335,531,291.34,0.125081,0.05,12.6936,0.0031,1.485,,,,
336,511,294.76,0.130388,0.05,12.0234,0.0,1.495,,,,
337,521,293.62,0.141723,0.05,11.8167,0.0062,1.5,,,,
338,536,292.26,0.1188,0.05,13.0201,0.0031,1.49,,,,
339,506,288.86,0.134245,0.05,12.1959,0.0093,1.48,,,,
340,521,289.5,0.128981,0.05,12.0169,0.0031,1.475,,,,
341,524,286.42,0.126648,0.05,12.884,0.0062,1.465,,,,
342,520,288.54,0.143679,0.05,12.4407,0.0062,1.475,,,,
343,526,294.5,0.121089,0.05,12.65,0.0031,1.5,,,,
344,531,283.3,0.108711,0.05,13.8527,0.0123,1.46,,,,
345,522,290.5,0.122597,0.05,13.5473,0.0031,1.48,,,,
346,561,280.62,0.129012,0.05,15.2422,0.0093,1.445,,,,
347,526,287.4,0.132561,0.05,13.4354,0.0062,1.47,,,,
348,524,291.48,0.113614,0.05,13.7374,0.0031,1.485,,,,
349,536,283.12,0.135292,0.05,14.2414,0.0062,1.45,,,,
350,537,289.22,0.113124,0.05,13.8514,0.0062,1.48,,,,
351,547,285.92,0.133409,0.05,14.0582,0.0031,1.46,,,,
352,509,288.76,0.129332,0.05,12.2712,0.0062,1.475,,,,
353,524,284.42,0.117128,0.05,13.9555,0.0093,1.46,,,,
354,535,288.2,0.132771,0.05,13.4864,0.0031,1.47,,,,
355,537,291.22,0.123845,0.05,13.2828,0.0031,1.485,,,,
356,521,291.54,0.132301,0.05,13.3333,0.0031,1.485,,,,
357,547,286.98,0.124996,0.05,14.0476,0.0062,1.47,,,,
358,546,291.0,0.132138,0.05,13.1419,0.0,1.48,,,,
359,532,293.32,0.112237,0.05,12.9698,0.0,1.49,,,,
360,552,282.8,0.130729,0.05,14.7241,0.0062,1.45,,,,
361,525,287.42,0.12884,0.05,12.7721,0.0062,1.47,,,,
362,520,286.5,0.152581,0.05,12.5597,0.0062,1.465,,,,
363,521,293.58,0.130045,0.05,12.4582,0.0031,1.495,,,,
364,514,290.66,0.131366,0.05,12.3649,0.0031,1.48,,,,
365,573,274.38,0.139004,0.05,14.9476,0.0184,1.43,,,,
366,516,293.64,0.132024,0.05,12.3993,0.0,1.49,,,,
367,528,290.38,0.127254,0.05,12.9054,0.0031,1.48,,,,
368,524,294.54,0.141312,0.05,12.4333,0.0031,1.5,,,,
369,538,283.12,0.134397,0.05,13.5223,0.0093,1.455,,,,
370,527,292.44,0.124915,0.05,12.4664,0.0031,1.49,,,,
371,544,279.0,0.127538,0.05,14.0484,0.0154,1.445,,,,
372,534,291.28,0.120983,0.05,12.6431,0.0031,1.485,,,,
373,522,287.52,0.14228,0.05,13.2034,0.0093,1.475,,,,
374,526,291.44,0.129456,0.05,13.064,0.0031,1.485,,,,
375,525,292.44,0.139915,0.05,12.5589,0.0,1.485,,,,
376,519,288.56,0.115327,0.05,13.4068,0.0062,1.475,,,,
377,537,287.1,0.116388,0.05,13.3562,0.0,1.46,,,,
378,527,286.36,0.126698,0.05,12.5256,0.0062,1.465,,,,
379,559,275.64,0.136246,0.05,15.0175,0.0154,1.43,,,,
380,529,290.36,0.130091,0.05,13.0574,0.0031,1.48,,,,
381,518,299.72,0.144975,0.05,11.3651,0.0,1.52,,,,
382,520,290.54,0.130316,0.05,13.1926,0.0031,1.48,,,,
383,538,288.1,0.115225,0.05,13.3106,0.0,1.465,,,,
384,550,289.98,0.13324,0.05,13.4175,0.0062,1.485,,,,
385,527,288.32,0.136383,0.05,12.7986,0.0,1.465,,,,
386,539,287.06,0.145809,0.05,13.6301,0.0,1.46,,,,
387,545,293.06,0.111947,0.05,13.7752,0.0,1.49,,,,
388,536,289.24,0.124458,0.05,12.652,0.0062,1.48,,,,
389,523,291.46,0.121977,0.05,12.3986,0.0,1.48,,,,
390,531,287.3,0.123798,0.05,14.3707,0.0062,1.47,,,,
391,520,285.56,0.135266,0.05,13.8095,0.0123,1.47,,,,
392,529,290.44,0.13358,0.05,11.9295,0.0093,1.49,,,,
393,513,287.66,0.12612,0.05,12.517,0.0062,1.47,,,,
394,538,290.18,0.161117,0.05,13.277,0.0031,1.48,,,,
395,523,294.52,0.140947,0.05,12.4749,0.0,1.495,,,,
396,543,281.06,0.153415,0.05,14.4502,0.0154,1.455,,,,
397,534,288.26,0.128544,0.05,14.1525,0.0062,1.475,,,,
